treated_id,feature,treated_pre,treated_post,treated_change,control_pre,control_post,control_change,did_effect
89085086,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085086,GLA_SQFT,1521.0,1390.8947368421052,-130.1052631578948,1805.3886479487967,1746.8392594903678,-58.54938845842889,-71.5558746994659
89085215,BEDROOMS,3.0,3.0,0.0,4.0,4.0,0.0,0.0
89085215,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89085215,GLA_SQFT,3167.0,,,2852.420462521251,2836.148672342083,-16.271790179167965,
89085494,BEDROOMS,3.0,4.0,1.0,3.8,3.75,-0.04999999999999982,1.0499999999999998
89085494,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085494,GLA_SQFT,2027.888888888889,2104.0,76.11111111111109,2429.900468711534,2316.0009102685276,-113.8995584430063,190.01066955411738
89085497,BEDROOMS,3.0,4.0,1.0,3.3333333333333335,3.3442622950819674,0.010928961748633892,0.9890710382513661
89085497,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085497,GLA_SQFT,1781.3333333333333,1794.0,12.666666666666742,2209.5248989521456,2192.169650345714,-17.35524860643136,30.021915273098102
89085506,BEDROOMS,3.0,4.0,1.0,3.7142857142857144,3.757575757575758,0.04329004329004338,0.9567099567099566
89085506,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085506,GLA_SQFT,2048.0,2038.7368421052631,-9.263157894736878,2333.215297700328,2322.8038963320496,-10.411401368278348,1.14824347354147
89085512,BEDROOMS,3.0,4.0,1.0,4.0,4.0,0.0,1.0
89085512,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085512,GLA_SQFT,1990.0,1990.0,0.0,2418.8660541642384,2427.77197218186,8.905918017621389,-8.905918017621389
89085590,BEDROOMS,3.0,4.0,1.0,3.3125,3.3,-0.012500000000000178,1.0125000000000002
89085590,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89085590,GLA_SQFT,2039.0,3204.0,1165.0,2220.005321752998,2215.4952528089416,-4.5100689440564565,1169.5100689440565
89085617,BEDROOMS,3.0,4.0,1.0,4.0,4.0,0.0,1.0
89085617,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085617,GLA_SQFT,2185.0,2112.0,-73.0,2421.904911020062,2416.356922715218,-5.547988304844239,-67.45201169515576
89085638,BEDROOMS,3.0,4.0,1.0,3.2941176470588234,3.3114754098360657,0.017357762777242325,0.9826422372227577
89085638,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085638,GLA_SQFT,1899.6153846153845,1785.0,-114.61538461538453,2220.4555953267277,2217.661768981275,-2.793826345452544,-111.82155826993198
89085794,BEDROOMS,3.0,4.0,1.0,3.2,3.315068493150685,0.11506849315068468,0.8849315068493153
89085794,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085794,GLA_SQFT,1931.0,1984.8,53.799999999999955,2231.2288379155993,2217.3831347785504,-13.845703137048986,67.64570313704894
89085908,BEDROOMS,2.0,3.0,1.0,2.2,2.2,0.0,1.0
89085908,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89085908,GLA_SQFT,1304.0,1314.6,10.599999999999909,1750.5546017444497,1729.3610306649923,-21.193571079457342,31.79357107945725
89085923,BEDROOMS,3.0,3.0,0.0,4.2439024390243905,4.244897959183674,0.0009955201592832807,-0.0009955201592832807
89085923,FULL_BATHS,3.0,4.0,1.0,2.3902439024390243,2.3877551020408165,-0.0024888003982077578,1.0024888003982078
89085923,GLA_SQFT,4377.333333333333,4926.4,549.0666666666666,3081.5139127267335,3085.645667487701,4.131754760967397,544.9349119056992
89085983,BEDROOMS,3.0,4.0,1.0,4.0,4.0,0.0,1.0
89085983,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89085983,GLA_SQFT,2529.4,4457.723076923077,1928.3230769230772,2601.844788305344,2542.385779006966,-59.45900929837808,1987.7820862214553
89086031,BEDROOMS,3.0,4.0,1.0,4.12,4.1,-0.020000000000000462,1.0200000000000005
89086031,FULL_BATHS,3.0,3.0,0.0,2.92,2.9,-0.020000000000000018,0.020000000000000018
89086031,GLA_SQFT,3060.0,3145.0,85.0,2739.418970554633,2740.156149365117,0.7371788104842381,84.26282118951576
89086061,BEDROOMS,3.0,4.0,1.0,4.0,4.0,0.0,1.0
89086061,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086061,GLA_SQFT,2154.5,1841.6,-312.9000000000001,2515.006940444854,2411.7647859688727,-103.24215447598135,-209.65784552401874
89086067,BEDROOMS,3.0,4.0,1.0,4.0,4.0,0.0,1.0
89086067,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086067,GLA_SQFT,2419.0,2450.0,31.0,2545.0940558044144,2551.62734222483,6.533286420415607,24.466713579584393
89086091,BEDROOMS,3.0,4.0,1.0,4.2631578947368425,4.232876712328767,-0.030281182408075757,1.0302811824080758
89086091,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086091,GLA_SQFT,3547.0,3584.0,37.0,3019.68855470605,2990.9533880573063,-28.73516664874387,65.73516664874387
89086127,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89086127,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89086127,GLA_SQFT,1092.0,1055.0,-37.0,1851.19455753303,1854.4288560551647,3.2342985221346225,-40.23429852213462
89086328,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89086328,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086328,GLA_SQFT,1340.0,1276.0,-64.0,1701.1231867354456,1697.863942775241,-3.259243960204685,-60.740756039795315
89086571,BEDROOMS,2.0,3.0,1.0,2.909090909090909,2.923076923076923,0.013986013986013734,0.9860139860139863
89086571,FULL_BATHS,2.0,3.0,1.0,1.7878787878787878,1.7692307692307692,-0.018648018648018683,1.0186480186480187
89086571,GLA_SQFT,1373.0,2211.0,838.0,2138.21965115082,2142.479636106334,4.259984955514028,833.740015044486
89086607,BEDROOMS,3.0,5.0,2.0,3.0,3.0,0.0,2.0
89086607,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89086607,GLA_SQFT,1554.2,1556.0,1.7999999999999545,2121.0377723798138,2120.2713284792217,-0.766443900592094,2.5664439005920485
89086613,BEDROOMS,3.0,4.0,1.0,3.09375,3.0689655172413794,-0.024784482758620552,1.0247844827586206
89086613,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89086613,GLA_SQFT,1570.0,1680.0,110.0,2262.343730752365,2251.889875524265,-10.45385522810011,120.45385522810011
89086724,BEDROOMS,4.0,5.0,1.0,4.097560975609756,4.117647058823529,0.02008608321377281,0.9799139167862272
89086724,FULL_BATHS,3.0,3.0,0.0,2.926829268292683,2.911764705882353,-0.015064562410330051,0.015064562410330051
89086724,GLA_SQFT,2748.0,2664.0,-84.0,2636.50005240418,2649.7712214273047,13.271169023124457,-97.27116902312446
89086901,BEDROOMS,4.0,5.0,1.0,4.0,4.0,0.0,1.0
89086901,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086901,GLA_SQFT,3165.0,,,2923.1860128307785,2925.82271462095,2.636701790171628,
89086910,BEDROOMS,3.0,4.0,1.0,3.588235294117647,3.619047619047619,0.03081232492997188,0.9691876750700281
89086910,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086910,GLA_SQFT,1940.0,2012.0,72.0,2286.21066666119,2291.574896405308,5.364229744118347,66.63577025588165
89086934,BEDROOMS,3.0,4.0,1.0,3.3214285714285716,3.272727272727273,-0.04870129870129869,1.0487012987012987
89086934,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086934,GLA_SQFT,1900.0,1919.0,19.0,2217.5610371711164,2220.0770430377097,2.516005866593332,16.483994133406668
89086958,BEDROOMS,3.0,4.0,1.0,3.2857142857142856,3.32,0.03428571428571425,0.9657142857142857
89086958,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086958,GLA_SQFT,,2008.0,,2306.919077919965,2321.6915702098086,14.77249228984374,
89086976,BEDROOMS,3.0,4.0,1.0,3.816326530612245,3.789473684210526,-0.02685284640171881,1.0268528464017188
89086976,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89086976,GLA_SQFT,2175.0,,,2445.474690830201,2462.3633788345273,16.888688004326468,
89087000,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89087000,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087000,GLA_SQFT,1892.0,1916.4761904761904,24.476190476190368,2188.5416858852955,2181.168054626844,-7.373631258451496,31.849821734641864
89087006,BEDROOMS,3.0,5.0,2.0,4.0,4.0,0.0,2.0
89087006,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087006,GLA_SQFT,2316.0,2406.4285714285716,90.42857142857156,2544.911824077355,2549.6988977656447,4.787073688289638,85.64149774028192
89087024,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89087024,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087024,GLA_SQFT,2000.0,1949.0,-51.0,2039.75629863824,2060.0399676448046,20.28366900656465,-71.28366900656465
89087030,BEDROOMS,3.0,4.0,1.0,3.3846153846153846,3.404255319148936,0.019639934533551617,0.9803600654664484
89087030,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087030,GLA_SQFT,788.0,1638.6969696969697,850.6969696969697,2120.549446228362,2128.508382428244,7.958936199882373,842.7380334970874
89087063,BEDROOMS,3.0,4.0,1.0,3.62,3.6,-0.020000000000000018,1.02
89087063,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087063,GLA_SQFT,1939.0,,,2295.2691335857508,2282.3781042495707,-12.891029336180054,
89087174,BEDROOMS,3.0,4.0,1.0,3.8,3.8095238095238093,0.00952380952380949,0.9904761904761905
89087174,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087174,GLA_SQFT,,1958.0,,2525.699101861016,2444.201087924298,-81.49801393671805,
89087201,BEDROOMS,3.0,6.0,3.0,3.2,3.315068493150685,0.11506849315068468,2.8849315068493153
89087201,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087201,GLA_SQFT,1847.0,2007.0,160.0,2231.2288379155993,2217.3831347785504,-13.845703137048986,173.845703137049
89087228,BEDROOMS,3.0,4.0,1.0,3.8,3.75,-0.04999999999999982,1.0499999999999998
89087228,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087228,GLA_SQFT,2127.0,2024.2857142857142,-102.71428571428578,2429.900468711534,2316.0009102685276,-113.8995584430063,11.18527272872052
89087300,BEDROOMS,3.0,4.0,1.0,3.6,3.6133333333333333,0.013333333333333197,0.9866666666666668
89087300,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087300,GLA_SQFT,1895.0,1878.9655172413793,-16.034482758620697,2322.674486365299,2288.2856983326424,-34.38878803265652,18.354305274035823
89087312,BEDROOMS,3.0,4.0,1.0,3.4,3.5217391304347827,0.1217391304347828,0.8782608695652172
89087312,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087312,GLA_SQFT,2041.0,2025.0,-16.0,2256.699795091214,2249.9952100358223,-6.704585055391817,-9.295414944608183
89087318,BEDROOMS,3.0,4.0,1.0,3.5,3.514705882352941,0.014705882352941124,0.9852941176470589
89087318,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087318,GLA_SQFT,1644.0,1950.0,306.0,2263.0982064215955,2249.33204749115,-13.766158930445272,319.7661589304453
89087372,BEDROOMS,3.0,4.0,1.0,3.6136363636363638,3.611111111111111,-0.002525252525252597,1.0025252525252526
89087372,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087372,GLA_SQFT,1976.0,2025.3548387096773,49.354838709677324,2291.956485187448,2288.575401625748,-3.381083561700052,52.735922271377376
89087405,BEDROOMS,3.0,4.0,1.0,3.76,3.75,-0.009999999999999787,1.0099999999999998
89087405,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087405,GLA_SQFT,2044.0,2531.6521739130435,487.6521739130435,2331.6281401000238,2319.7262654024375,-11.901874697586209,499.5540486106297
89087525,BEDROOMS,2.0,3.0,1.0,3.0,3.0,0.0,1.0
89087525,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087525,GLA_SQFT,2165.0,2143.8888888888887,-21.111111111111313,2299.971117065217,2210.7475073639025,-89.22360970131467,68.11249859020336
89087570,BEDROOMS,3.0,4.0,1.0,4.0,4.0,0.0,1.0
89087570,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89087570,GLA_SQFT,2681.7246376811595,2581.0,-100.72463768115949,2566.382056202142,2572.9678566879925,6.585800485850541,-107.31043816701003
89087612,BEDROOMS,3.0,4.0,1.0,3.2,3.353846153846154,0.15384615384615374,0.8461538461538463
89087612,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89087612,GLA_SQFT,1529.7333333333333,2322.5652173913045,792.8318840579711,2201.291034971601,2193.8710397969217,-7.4199951746795705,800.2518792326507
89087726,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89087726,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89087726,GLA_SQFT,1838.857142857143,1832.0,-6.85714285714289,2058.6378938573284,1999.763323925238,-58.87456993209048,52.01742707494759
89088002,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89088002,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89088002,GLA_SQFT,1273.0,1273.0,0.0,2120.640301788325,2120.9252295289334,0.28492774060850934,-0.28492774060850934
89088125,BEDROOMS,3.0,4.0,1.0,3.8125,3.8076923076923075,-0.004807692307692513,1.0048076923076925
89088125,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088125,GLA_SQFT,2211.9565217391305,2420.7391304347825,208.78260869565202,2475.5990032201216,2442.376538404114,-33.22246481600769,242.0050735116597
89088191,BEDROOMS,3.0,4.0,1.0,3.2941176470588234,3.3114754098360657,0.017357762777242325,0.9826422372227577
89088191,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088191,GLA_SQFT,1846.0,1874.2857142857142,28.28571428571422,2220.4555953267277,2217.661768981275,-2.793826345452544,31.079540631166765
89088194,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89088194,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088194,GLA_SQFT,,,,2218.6208067456037,2246.1382798455356,27.517473099931976,
89088203,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89088203,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89088203,GLA_SQFT,1379.7,1450.0,70.29999999999995,1999.5739984778072,1995.7348343642939,-3.839164113513334,74.13916411351329
89088230,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89088230,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89088230,GLA_SQFT,2088.8529411764707,2015.0,-73.85294117647072,2074.4054048780667,2041.3061058506391,-33.099299027427605,-40.75364214904312
89088326,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89088326,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088326,GLA_SQFT,1412.0,1554.0,142.0,2000.3963678303146,1997.2363066434355,-3.1600611868791475,145.16006118687915
89088365,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89088365,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89088365,GLA_SQFT,1320.0,1320.0,0.0,2059.220922690908,2030.160724740108,-29.060197950800102,29.060197950800102
89088425,BEDROOMS,3.0,5.0,2.0,4.0,4.0,0.0,2.0
89088425,FULL_BATHS,3.0,3.0,0.0,2.7567567567567566,2.7777777777777777,0.021021021021021102,-0.021021021021021102
89088425,GLA_SQFT,2011.857142857143,,,2426.8469794061266,2432.4780306651714,5.6310512590448525,
89088443,BEDROOMS,4.0,5.0,1.0,4.4,4.486111111111111,0.08611111111111036,0.9138888888888896
89088443,FULL_BATHS,3.0,3.0,0.0,2.8,2.9305555555555554,0.13055555555555554,-0.13055555555555554
89088443,GLA_SQFT,3220.0,3320.0,100.0,2853.3974255173384,2848.9732813068376,-4.424144210500799,104.4241442105008
89088509,BEDROOMS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89088509,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088509,GLA_SQFT,1653.0,1656.0,3.0,1720.499678529255,1723.861245353801,3.361566824545889,-0.3615668245458892
89088566,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89088566,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89088566,GLA_SQFT,1856.0,1818.1960784313726,-37.8039215686274,2209.4191956052973,2180.327341691059,-29.091853914238527,-8.712067654388875
89088584,BEDROOMS,2.0,3.0,1.0,2.8,2.925925925925926,0.12592592592592622,0.8740740740740738
89088584,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088584,GLA_SQFT,1964.0,1954.625,-9.375,2173.624294875758,2168.0545208614585,-5.569774014299583,-3.8052259857004174
89088803,BEDROOMS,2.0,3.0,1.0,3.0,3.0,0.0,1.0
89088803,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088803,GLA_SQFT,1542.0,1595.75,53.75,2182.2879066068376,2183.4335196660777,1.1456130592400768,52.60438694075992
89088830,BEDROOMS,3.0,4.0,1.0,3.0,3.0,0.0,1.0
89088830,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89088830,GLA_SQFT,1782.0666666666666,2034.0,251.9333333333334,2188.5416858852955,2181.168054626844,-7.373631258451496,259.3069645917849
89088935,BEDROOMS,3.0,3.0,0.0,3.0,3.0,0.0,0.0
89088935,FULL_BATHS,2.0,3.0,1.0,2.0,2.0,0.0,1.0
89088935,GLA_SQFT,1657.0,2018.0,361.0,2187.763891027974,2172.3271993802477,-15.436691647726093,376.4366916477261
89088956,BEDROOMS,3.0,3.0,0.0,3.611111111111111,3.625,0.01388888888888884,-0.01388888888888884
89088956,FULL_BATHS,1.0,2.0,1.0,1.0,1.0,0.0,1.0
89088956,GLA_SQFT,2549.3333333333335,2566.3333333333335,17.0,2604.3559946367914,2593.7075443675394,-10.648450269251953,27.648450269251953
89088971,BEDROOMS,2.0,3.0,1.0,2.4583333333333335,2.4367816091954024,-0.02155172413793105,1.021551724137931
89088971,FULL_BATHS,1.0,1.0,0.0,1.0,1.0,0.0,0.0
89088971,GLA_SQFT,1138.6363636363637,1706.25,567.6136363636363,1942.2291708846062,1938.2311992730063,-3.997971611599951,571.6116079752362
89089052,BEDROOMS,2.0,3.0,1.0,3.0,3.0,0.0,1.0
89089052,FULL_BATHS,2.0,2.0,0.0,2.0,2.0,0.0,0.0
89089052,GLA_SQFT,1873.0,1911.4285714285713,38.42857142857133,2007.9484903717919,2006.2997313858612,-1.6487589859307263,40.07733041450206
89089127,BEDROOMS,3.0,3.0,0.0,3.0789473684210527,3.064516129032258,-0.014431239388794648,0.014431239388794648
